Item Name,Category,Price,Date,IsMonsoon,IsPaydayWindow,IsLocalHoliday,IsDiwaliSeason,IsHoliSeason,IsEidSeason,MRPBand,IsStockout,Quantity,DayOfWeek,Month,Day
Milk,Dairy,23.05,2023-05-22,0,0,0,0,0,1,21–50,0,71.0,0,5,22
Salt,Grocery,16.87,2023-05-23,0,0,0,0,0,1,≤20,0,93.0,1,5,23
Milk,Dairy,54.41,2023-05-24,0,0,0,0,0,1,51–80,0,62.0,2,5,24
Milk,Dairy,49.69,2023-05-25,0,0,0,0,0,1,21–50,0,59.0,3,5,25
Juice,Beverages,16.47,2023-05-26,0,0,0,0,0,0,≤20,0,48.0,4,5,26
Sugar,Grocery,99.14,2023-05-27,0,0,0,0,0,0,81–120,0,59.0,5,5,27
Toothpaste,Personal Care,17.26,2023-05-28,0,1,0,0,0,0,≤20,0,42.0,6,5,28
Soap,Personal Care,11.27,2023-05-29,0,1,0,0,0,0,≤20,0,32.0,0,5,29
Toothpaste,Personal Care,26.23,2023-05-30,0,1,0,0,0,0,21–50,0,30.0,1,5,30
Juice,Beverages,86.67,2023-05-31,0,1,0,0,0,0,81–120,0,41.0,2,5,31
Soap,Personal Care,54.58,2023-06-01,1,1,0,0,0,0,51–80,0,27.0,3,6,1
Milk,Dairy,65.1,2023-06-02,1,1,0,0,0,0,51–80,0,64.0,4,6,2
Milk,Dairy,13.87,2023-06-03,1,1,0,0,0,0,≤20,0,73.0,5,6,3
Shampoo,Personal Care,32.55,2023-06-04,1,0,0,0,0,0,21–50,0,35.0,6,6,4
Shampoo,Personal Care,29.95,2023-06-05,1,0,0,0,0,0,21–50,0,28.0,0,6,5
Juice,Beverages,91.21,2023-06-06,1,0,0,0,0,0,81–120,0,25.0,1,6,6
Rice,Grocery,69.66,2023-06-07,1,0,0,0,0,0,51–80,0,71.0,2,6,7
Juice,Beverages,55.98,2023-06-08,1,0,0,0,0,0,51–80,0,42.0,3,6,8
Bread,Bakery,21.16,2023-06-09,1,0,0,0,0,0,21–50,0,61.0,4,6,9
Salt,Grocery,86.22,2023-06-10,1,0,0,0,0,0,81–120,0,60.0,5,6,10
Milk,Dairy,77.82,2023-06-11,1,0,0,0,0,0,51–80,0,52.0,6,6,11
Sugar,Grocery,53.25,2023-06-12,1,0,0,0,0,0,51–80,0,70.0,0,6,12
Salt,Grocery,43.01,2023-06-13,1,0,0,0,0,0,21–50,0,63.0,1,6,13
Rice,Grocery,70.21,2023-06-14,1,0,0,0,0,0,51–80,0,62.0,2,6,14
Juice,Beverages,86.47,2023-06-15,1,0,0,0,0,0,81–120,0,28.0,3,6,15
Soap,Personal Care,45.56,2023-06-16,1,0,0,0,0,0,21–50,0,23.0,4,6,16
Milk,Dairy,24.54,2023-06-17,1,0,0,0,0,0,21–50,0,63.0,5,6,17
Toothpaste,Personal Care,81.02,2023-06-18,1,0,0,0,0,0,81–120,0,18.0,6,6,18
Biscuits,Snacks,26.29,2023-06-19,1,0,0,0,0,0,21–50,0,58.0,0,6,19
Biscuits,Snacks,47.77,2023-06-20,1,0,0,0,0,0,21–50,1,0.0,1,6,20
Rice,Grocery,68.43,2023-06-21,1,0,0,0,0,0,51–80,0,59.0,2,6,21
Soap,Personal Care,50.56,2023-06-22,1,0,0,0,0,0,51–80,0,20.0,3,6,22
Milk,Dairy,37.87,2023-06-23,1,0,0,0,0,0,21–50,0,65.0,4,6,23
Milk,Dairy,58.53,2023-06-24,1,0,0,0,0,0,51–80,0,54.0,5,6,24
Salt,Grocery,19.09,2023-06-25,1,0,0,0,0,0,≤20,0,79.0,6,6,25
Rice,Grocery,26.78,2023-06-26,1,0,0,0,0,0,21–50,0,79.0,0,6,26
Toothpaste,Personal Care,65.96,2023-06-27,1,0,0,0,0,0,51–80,0,28.0,1,6,27
Sugar,Grocery,36.55,2023-06-28,1,1,0,0,0,0,21–50,0,86.0,2,6,28
Milk,Dairy,91.67,2023-06-29,1,1,0,0,0,0,81–120,0,56.0,3,6,29
Rice,Grocery,75.51,2023-06-30,1,1,0,0,0,0,51–80,0,73.0,4,6,30
Biscuits,Snacks,84.5,2023-07-01,1,1,0,0,0,0,81–120,0,44.0,5,7,1
Sugar,Grocery,79.11,2023-07-02,1,1,0,0,0,0,51–80,0,73.0,6,7,2
Biscuits,Snacks,38.62,2023-07-03,1,1,0,0,0,0,21–50,0,54.0,0,7,3
Bread,Bakery,81.84,2023-07-04,1,0,0,0,0,0,81–120,0,41.0,1,7,4
Toothpaste,Personal Care,23.73,2023-07-05,1,0,0,0,0,0,21–50,0,37.0,2,7,5
Shampoo,Personal Care,81.86,2023-07-06,1,0,0,0,0,0,81–120,0,17.0,3,7,6
Bread,Bakery,48.47,2023-07-07,1,0,0,0,0,0,21–50,0,51.0,4,7,7
Milk,Dairy,11.83,2023-07-08,1,0,0,0,0,0,≤20,0,71.0,5,7,8
Soap,Personal Care,81.61,2023-07-09,1,0,0,0,0,0,81–120,0,15.0,6,7,9
Juice,Beverages,13.01,2023-07-10,1,0,0,0,0,0,≤20,0,47.0,0,7,10
Toothpaste,Personal Care,12.81,2023-07-11,1,0,0,0,0,0,≤20,0,34.0,1,7,11
Biscuits,Snacks,47.41,2023-07-12,1,0,0,0,0,0,21–50,0,54.0,2,7,12
Soap,Personal Care,10.57,2023-07-13,1,0,0,0,0,0,≤20,0,39.0,3,7,13
Juice,Beverages,50.58,2023-07-14,1,0,0,0,0,0,51–80,0,33.0,4,7,14
Toothpaste,Personal Care,87.4,2023-07-15,1,0,0,0,0,0,81–120,0,14.0,5,7,15
Sugar,Grocery,32.4,2023-07-16,1,0,0,0,0,0,21–50,0,75.0,6,7,16
Salt,Grocery,51.36,2023-07-17,1,0,0,0,0,0,51–80,0,64.0,0,7,17
Soap,Personal Care,99.61,2023-07-18,1,0,0,0,0,0,81–120,0,8.0,1,7,18
Sugar,Grocery,65.06,2023-07-19,1,0,0,0,0,0,51–80,0,71.0,2,7,19
Milk,Dairy,90.89,2023-07-20,1,0,0,0,0,0,81–120,0,53.0,3,7,20
Biscuits,Snacks,53.59,2023-07-21,1,0,0,0,0,0,51–80,0,46.0,4,7,21
Toothpaste,Personal Care,19.37,2023-07-22,1,0,0,0,0,0,≤20,0,35.0,5,7,22
Juice,Beverages,17.27,2023-07-23,1,0,0,0,0,0,≤20,0,37.0,6,7,23
Biscuits,Snacks,85.23,2023-07-24,1,0,0,0,0,0,81–120,0,41.0,0,7,24
Soap,Personal Care,89.61,2023-07-25,1,0,0,0,0,0,81–120,0,10.0,1,7,25
Juice,Beverages,28.45,2023-07-26,1,0,0,0,0,0,21–50,0,46.0,2,7,26
Bread,Bakery,77.16,2023-07-27,1,0,0,0,0,0,51–80,0,43.0,3,7,27
Juice,Beverages,15.55,2023-07-28,1,1,0,0,0,0,≤20,0,48.0,4,7,28
Salt,Grocery,42.1,2023-07-29,1,1,0,0,0,0,21–50,0,88.0,5,7,29
Rice,Grocery,61.08,2023-07-30,1,1,0,0,0,0,51–80,0,73.0,6,7,30
Soap,Personal Care,97.83,2023-07-31,1,1,0,0,0,0,81–120,0,17.0,0,7,31
Juice,Beverages,11.27,2023-08-01,1,1,0,0,0,0,≤20,0,58.0,1,8,1
Milk,Dairy,88.55,2023-08-02,1,1,0,0,0,0,81–120,0,61.0,2,8,2
Juice,Beverages,60.1,2023-08-03,1,1,0,0,0,0,51–80,0,38.0,3,8,3
Soap,Personal Care,75.91,2023-08-04,1,0,0,0,0,0,51–80,0,19.0,4,8,4
Shampoo,Personal Care,25.47,2023-08-05,1,0,0,0,0,0,21–50,0,32.0,5,8,5
Biscuits,Snacks,68.98,2023-08-06,1,0,0,0,0,0,51–80,0,42.0,6,8,6
Juice,Beverages,52.87,2023-08-07,1,0,0,0,0,0,51–80,0,36.0,0,8,7
Sugar,Grocery,86.9,2023-08-08,1,0,0,0,0,0,81–120,0,58.0,1,8,8
Soap,Personal Care,82.02,2023-08-09,1,0,0,0,0,0,81–120,0,12.0,2,8,9
Soap,Personal Care,57.77,2023-08-10,1,0,0,0,0,0,51–80,0,30.0,3,8,10
Biscuits,Snacks,12.74,2023-08-11,1,0,0,0,0,0,≤20,0,54.0,4,8,11
Juice,Beverages,96.33,2023-08-12,1,0,0,0,0,0,81–120,0,21.0,5,8,12
Sugar,Grocery,83.53,2023-08-13,1,0,0,0,0,0,81–120,0,56.0,6,8,13
Salt,Grocery,83.4,2023-08-14,1,0,0,0,0,0,81–120,0,64.0,0,8,14
Rice,Grocery,99.84,2023-08-15,1,0,1,0,0,0,81–120,0,60.0,1,8,15
Bread,Bakery,29.04,2023-08-16,1,0,0,0,0,0,21–50,0,60.0,2,8,16
Toothpaste,Personal Care,87.11,2023-08-17,1,0,0,0,0,0,81–120,0,11.0,3,8,17
Milk,Dairy,41.98,2023-08-18,1,0,0,0,0,0,21–50,0,74.0,4,8,18
Milk,Dairy,90.69,2023-08-19,1,0,0,0,0,0,81–120,0,50.0,5,8,19
Salt,Grocery,99.49,2023-08-20,1,0,0,0,0,0,81–120,0,61.0,6,8,20
Sugar,Grocery,15.87,2023-08-21,1,0,0,0,0,0,≤20,0,76.0,0,8,21
Milk,Dairy,46.27,2023-08-22,1,0,0,0,0,0,21–50,0,53.0,1,8,22
Rice,Grocery,57.97,2023-08-23,1,0,0,0,0,0,51–80,0,64.0,2,8,23
Soap,Personal Care,99.76,2023-08-24,1,0,0,0,0,0,81–120,1,0.0,3,8,24
Soap,Personal Care,21.31,2023-08-25,1,0,0,0,0,0,21–50,0,39.0,4,8,25
Bread,Bakery,66.47,2023-08-26,1,0,0,0,0,0,51–80,0,48.0,5,8,26
Sugar,Grocery,33.27,2023-08-27,1,0,0,0,0,0,21–50,0,75.0,6,8,27
Rice,Grocery,80.91,2023-08-28,1,1,0,0,0,0,81–120,0,79.0,0,8,28
Toothpaste,Personal Care,84.18,2023-08-29,1,1,0,0,0,0,81–120,0,22.0,1,8,29
Biscuits,Snacks,28.14,2023-08-30,1,1,0,0,0,0,21–50,0,64.0,2,8,30
Soap,Personal Care,76.73,2023-08-31,1,1,0,0,0,0,51–80,0,18.0,3,8,31
Toothpaste,Personal Care,94.57,2023-09-01,1,1,0,0,0,0,81–120,0,12.0,4,9,1
Sugar,Grocery,85.62,2023-09-02,1,1,0,0,0,0,81–120,1,0.0,5,9,2
Soap,Personal Care,56.01,2023-09-03,1,1,0,0,0,0,51–80,0,31.0,6,9,3
Rice,Grocery,21.21,2023-09-04,1,0,0,0,0,0,21–50,0,74.0,0,9,4
Bread,Bakery,95.47,2023-09-05,1,0,0,0,0,0,81–120,0,39.0,1,9,5
Toothpaste,Personal Care,56.76,2023-09-06,1,0,0,0,0,0,51–80,0,26.0,2,9,6
Biscuits,Snacks,69.04,2023-09-07,1,0,0,0,0,0,51–80,0,41.0,3,9,7
Shampoo,Personal Care,72.24,2023-09-08,1,0,0,0,0,0,51–80,0,15.0,4,9,8
Salt,Grocery,76.75,2023-09-09,1,0,0,0,0,0,51–80,0,70.0,5,9,9
Salt,Grocery,69.35,2023-09-10,1,0,0,0,0,0,51–80,0,71.0,6,9,10
Toothpaste,Personal Care,52.78,2023-09-11,1,0,0,0,0,0,51–80,0,22.0,0,9,11
Rice,Grocery,48.88,2023-09-12,1,0,0,0,0,0,21–50,0,73.0,1,9,12
Juice,Beverages,24.91,2023-09-13,1,0,0,0,0,0,21–50,0,38.0,2,9,13
Biscuits,Snacks,75.12,2023-09-14,1,0,0,0,0,0,51–80,0,44.0,3,9,14
Biscuits,Snacks,56.98,2023-09-15,1,0,0,0,0,0,51–80,0,45.0,4,9,15
Toothpaste,Personal Care,52.44,2023-09-16,1,0,0,0,0,0,51–80,0,12.0,5,9,16
Soap,Personal Care,23.88,2023-09-17,1,0,0,0,0,0,21–50,0,42.0,6,9,17
Milk,Dairy,28.09,2023-09-18,1,0,0,0,0,0,21–50,0,66.0,0,9,18
Bread,Bakery,42.34,2023-09-19,1,0,0,0,0,0,21–50,0,49.0,1,9,19
Bread,Bakery,78.09,2023-09-20,1,0,0,0,0,0,51–80,0,45.0,2,9,20
Rice,Grocery,77.19,2023-09-21,1,0,0,0,0,0,51–80,0,62.0,3,9,21
Juice,Beverages,52.15,2023-09-22,1,0,0,0,0,0,51–80,0,32.0,4,9,22
Shampoo,Personal Care,88.75,2023-09-23,1,0,0,0,0,0,81–120,0,15.0,5,9,23
Sugar,Grocery,14.71,2023-09-24,1,0,0,0,0,0,≤20,0,70.0,6,9,24
Shampoo,Personal Care,79.77,2023-09-25,1,0,0,0,0,0,51–80,1,0.0,0,9,25
Sugar,Grocery,10.2,2023-09-26,1,0,0,0,0,0,≤20,0,83.0,1,9,26
Shampoo,Personal Care,65.22,2023-09-27,1,0,0,0,0,0,51–80,0,36.0,2,9,27
Bread,Bakery,44.13,2023-09-28,1,1,0,0,0,0,21–50,0,52.0,3,9,28
Bread,Bakery,12.68,2023-09-29,1,1,0,0,0,0,≤20,0,75.0,4,9,29
Rice,Grocery,84.82,2023-09-30,1,1,0,0,0,0,81–120,0,60.0,5,9,30
Toothpaste,Personal Care,84.59,2023-10-01,0,1,0,0,0,0,81–120,0,23.0,6,10,1
Juice,Beverages,37.16,2023-10-02,0,1,1,0,0,0,21–50,0,50.0,0,10,2
Soap,Personal Care,92.08,2023-10-03,0,1,0,0,0,0,81–120,0,6.0,1,10,3
Bread,Bakery,44.32,2023-10-04,0,0,0,0,0,0,21–50,0,49.0,2,10,4
Toothpaste,Personal Care,85.8,2023-10-05,0,0,0,0,0,0,81–120,0,2.0,3,10,5
Sugar,Grocery,69.44,2023-10-06,0,0,0,0,0,0,51–80,0,58.0,4,10,6
Shampoo,Personal Care,62.57,2023-10-07,0,0,0,0,0,0,51–80,0,16.0,5,10,7
Milk,Dairy,47.88,2023-10-08,0,0,0,0,0,0,21–50,0,53.0,6,10,8
Rice,Grocery,25.74,2023-10-09,0,0,0,0,0,0,21–50,0,73.0,0,10,9
Juice,Beverages,69.27,2023-10-10,0,0,0,0,0,0,51–80,0,18.0,1,10,10
Toothpaste,Personal Care,35.08,2023-10-11,0,0,0,0,0,0,21–50,0,28.0,2,10,11
Soap,Personal Care,54.61,2023-10-12,0,0,0,0,0,0,51–80,0,20.0,3,10,12
Biscuits,Snacks,84.56,2023-10-13,0,0,0,0,0,0,81–120,0,23.0,4,10,13
Milk,Dairy,67.23,2023-10-14,0,0,0,0,0,0,51–80,0,47.0,5,10,14
Salt,Grocery,35.22,2023-10-15,0,0,0,1,0,0,21–50,0,95.0,6,10,15
Toothpaste,Personal Care,35.95,2023-10-16,0,0,0,1,0,0,21–50,0,31.0,0,10,16
Toothpaste,Personal Care,99.65,2023-10-17,0,0,0,1,0,0,81–120,0,22.0,1,10,17
Biscuits,Snacks,42.18,2023-10-18,0,0,0,1,0,0,21–50,0,59.0,2,10,18
Bread,Bakery,79.35,2023-10-19,0,0,0,1,0,0,51–80,0,61.0,3,10,19
Shampoo,Personal Care,65.63,2023-10-20,0,0,0,1,0,0,51–80,0,17.0,4,10,20
Shampoo,Personal Care,47.05,2023-10-21,0,0,0,1,0,0,21–50,0,37.0,5,10,21
Rice,Grocery,38.93,2023-10-22,0,0,0,1,0,0,21–50,0,89.0,6,10,22
Juice,Beverages,20.98,2023-10-23,0,0,0,1,0,0,21–50,0,65.0,0,10,23
Sugar,Grocery,48.81,2023-10-24,0,0,0,1,0,0,21–50,0,85.0,1,10,24
Salt,Grocery,17.63,2023-10-25,0,0,0,1,0,0,≤20,0,100.0,2,10,25
Salt,Grocery,86.55,2023-10-26,0,0,0,1,0,0,81–120,0,83.0,3,10,26
Salt,Grocery,71.33,2023-10-27,0,0,0,1,0,0,51–80,0,77.0,4,10,27
Bread,Bakery,79.35,2023-10-28,0,1,0,1,0,0,51–80,0,62.0,5,10,28
Biscuits,Snacks,55.28,2023-10-29,0,1,0,1,0,0,51–80,0,60.0,6,10,29
Toothpaste,Personal Care,87.91,2023-10-30,0,1,0,1,0,0,81–120,0,22.0,0,10,30
Milk,Dairy,12.67,2023-10-31,0,1,0,1,0,0,≤20,0,84.0,1,10,31
Biscuits,Snacks,42.0,2023-11-01,0,1,1,1,0,0,21–50,0,83.0,2,11,1
Milk,Dairy,75.31,2023-11-02,0,1,0,1,0,0,51–80,0,62.0,3,11,2
Soap,Personal Care,71.49,2023-11-03,0,1,0,1,0,0,51–80,0,27.0,4,11,3
Sugar,Grocery,77.15,2023-11-04,0,0,0,1,0,0,51–80,0,79.0,5,11,4
Salt,Grocery,12.2,2023-11-05,0,0,0,1,0,0,≤20,0,103.0,6,11,5
Shampoo,Personal Care,34.68,2023-11-06,0,0,0,1,0,0,21–50,0,30.0,0,11,6
Salt,Grocery,69.45,2023-11-07,0,0,0,1,0,0,51–80,0,82.0,1,11,7
Rice,Grocery,61.83,2023-11-08,0,0,0,1,0,0,51–80,0,88.0,2,11,8
Bread,Bakery,24.65,2023-11-09,0,0,0,1,0,0,21–50,0,89.0,3,11,9
Salt,Grocery,83.92,2023-11-10,0,0,0,1,0,0,81–120,0,87.0,4,11,10
Juice,Beverages,16.78,2023-11-11,0,0,0,1,0,0,≤20,0,62.0,5,11,11
Sugar,Grocery,98.31,2023-11-12,0,0,0,1,0,0,81–120,0,76.0,6,11,12
Shampoo,Personal Care,55.52,2023-11-13,0,0,0,1,0,0,51–80,0,29.0,0,11,13
Milk,Dairy,31.19,2023-11-14,0,0,0,1,0,0,21–50,0,76.0,1,11,14
Milk,Dairy,28.24,2023-11-15,0,0,0,1,0,0,21–50,0,66.0,2,11,15
Toothpaste,Personal Care,26.36,2023-11-16,0,0,0,1,0,0,21–50,0,31.0,3,11,16
Toothpaste,Personal Care,66.08,2023-11-17,0,0,0,1,0,0,51–80,0,21.0,4,11,17
Salt,Grocery,72.99,2023-11-18,0,0,0,1,0,0,51–80,0,74.0,5,11,18
Soap,Personal Care,29.6,2023-11-19,0,0,0,1,0,0,21–50,0,39.0,6,11,19
Biscuits,Snacks,37.33,2023-11-20,0,0,0,1,0,0,21–50,0,61.0,0,11,20
Salt,Grocery,39.08,2023-11-21,0,0,0,1,0,0,21–50,0,90.0,1,11,21
Milk,Dairy,50.19,2023-11-22,0,0,0,1,0,0,51–80,0,62.0,2,11,22
Toothpaste,Personal Care,94.47,2023-11-23,0,0,0,1,0,0,81–120,0,14.0,3,11,23
Sugar,Grocery,66.06,2023-11-24,0,0,0,1,0,0,51–80,0,88.0,4,11,24
Juice,Beverages,27.56,2023-11-25,0,0,0,1,0,0,21–50,0,56.0,5,11,25
Salt,Grocery,39.34,2023-11-26,0,0,0,0,0,0,21–50,0,67.0,6,11,26
Sugar,Grocery,14.77,2023-11-27,0,0,0,0,0,0,≤20,0,82.0,0,11,27
Shampoo,Personal Care,29.88,2023-11-28,0,1,0,0,0,0,21–50,1,0.0,1,11,28
Biscuits,Snacks,52.64,2023-11-29,0,1,0,0,0,0,51–80,0,45.0,2,11,29
Shampoo,Personal Care,92.66,2023-11-30,0,1,0,0,0,0,81–120,0,21.0,3,11,30
Shampoo,Personal Care,51.73,2023-12-01,0,1,0,0,0,0,51–80,0,23.0,4,12,1
Juice,Beverages,21.2,2023-12-02,0,1,0,0,0,0,21–50,0,47.0,5,12,2
Biscuits,Snacks,89.39,2023-12-03,0,1,0,0,0,0,81–120,0,35.0,6,12,3
Biscuits,Snacks,71.75,2023-12-04,0,0,0,0,0,0,51–80,0,40.0,0,12,4
Juice,Beverages,17.48,2023-12-05,0,0,0,0,0,0,≤20,0,46.0,1,12,5
Soap,Personal Care,40.63,2023-12-06,0,0,0,0,0,0,21–50,0,31.0,2,12,6
Sugar,Grocery,13.14,2023-12-07,0,0,0,0,0,0,≤20,0,74.0,3,12,7
Juice,Beverages,20.02,2023-12-08,0,0,0,0,0,0,21–50,0,44.0,4,12,8
Biscuits,Snacks,88.72,2023-12-09,0,0,0,0,0,0,81–120,0,28.0,5,12,9
Sugar,Grocery,76.34,2023-12-10,0,0,0,0,0,0,51–80,0,58.0,6,12,10
Juice,Beverages,87.09,2023-12-11,0,0,0,0,0,0,81–120,0,25.0,0,12,11
Salt,Grocery,75.43,2023-12-12,0,0,0,0,0,0,51–80,0,61.0,1,12,12
Bread,Bakery,70.17,2023-12-13,0,0,0,0,0,0,51–80,0,44.0,2,12,13
Rice,Grocery,79.82,2023-12-14,0,0,0,0,0,0,51–80,0,58.0,3,12,14
Rice,Grocery,40.81,2023-12-15,0,0,0,0,0,0,21–50,0,65.0,4,12,15
Milk,Dairy,48.51,2023-12-16,0,0,0,0,0,0,21–50,0,53.0,5,12,16
Salt,Grocery,81.42,2023-12-17,0,0,0,0,0,0,81–120,0,59.0,6,12,17
Biscuits,Snacks,61.02,2023-12-18,0,0,0,0,0,0,51–80,0,47.0,0,12,18
Toothpaste,Personal Care,63.13,2023-12-19,0,0,0,0,0,0,51–80,0,21.0,1,12,19
Shampoo,Personal Care,58.88,2023-12-20,0,0,0,0,0,0,51–80,0,23.0,2,12,20
Biscuits,Snacks,16.31,2023-12-21,0,0,0,0,0,0,≤20,0,49.0,3,12,21
Shampoo,Personal Care,64.47,2023-12-22,0,0,0,0,0,0,51–80,0,18.0,4,12,22
Biscuits,Snacks,92.45,2023-12-23,0,0,0,0,0,0,81–120,0,40.0,5,12,23
Toothpaste,Personal Care,77.13,2023-12-24,0,0,0,0,0,0,51–80,0,19.0,6,12,24
Sugar,Grocery,21.81,2023-12-25,0,0,1,0,0,0,21–50,0,81.0,0,12,25
Milk,Dairy,80.12,2023-12-26,0,0,0,0,0,0,81–120,0,43.0,1,12,26
Bread,Bakery,13.28,2023-12-27,0,0,0,0,0,0,≤20,0,55.0,2,12,27
Biscuits,Snacks,19.97,2023-12-28,0,1,0,0,0,0,≤20,0,54.0,3,12,28
Juice,Beverages,42.77,2023-12-29,0,1,0,0,0,0,21–50,0,26.0,4,12,29
Rice,Grocery,47.36,2023-12-30,0,1,0,0,0,0,21–50,0,81.0,5,12,30
Soap,Personal Care,93.89,2023-12-31,0,1,0,0,0,0,81–120,0,15.0,6,12,31
Soap,Personal Care,55.66,2024-01-01,0,1,0,0,0,0,51–80,0,23.0,0,1,1
Sugar,Grocery,69.29,2024-01-02,0,1,0,0,0,0,51–80,0,62.0,1,1,2
Bread,Bakery,67.97,2024-01-03,0,1,0,0,0,0,51–80,1,0.0,2,1,3
Rice,Grocery,50.19,2024-01-04,0,0,0,0,0,0,51–80,0,65.0,3,1,4
Biscuits,Snacks,17.37,2024-01-05,0,0,0,0,0,0,≤20,0,52.0,4,1,5
Soap,Personal Care,37.78,2024-01-06,0,0,0,0,0,0,21–50,0,41.0,5,1,6
Milk,Dairy,97.03,2024-01-07,0,0,0,0,0,0,81–120,0,50.0,6,1,7
Rice,Grocery,77.46,2024-01-08,0,0,0,0,0,0,51–80,0,56.0,0,1,8
Juice,Beverages,11.51,2024-01-09,0,0,0,0,0,0,≤20,0,47.0,1,1,9
Juice,Beverages,38.42,2024-01-10,0,0,0,0,0,0,21–50,0,42.0,2,1,10
Rice,Grocery,85.84,2024-01-11,0,0,0,0,0,0,81–120,0,54.0,3,1,11
Soap,Personal Care,28.79,2024-01-12,0,0,0,0,0,0,21–50,0,28.0,4,1,12
Shampoo,Personal Care,75.67,2024-01-13,0,0,0,0,0,0,51–80,0,16.0,5,1,13
Milk,Dairy,49.26,2024-01-14,0,0,0,0,0,0,21–50,0,56.0,6,1,14
Juice,Beverages,55.69,2024-01-15,0,0,0,0,0,0,51–80,0,35.0,0,1,15
Shampoo,Personal Care,11.43,2024-01-16,0,0,0,0,0,0,≤20,0,41.0,1,1,16
Bread,Bakery,59.71,2024-01-17,0,0,0,0,0,0,51–80,0,38.0,2,1,17
Rice,Grocery,69.84,2024-01-18,0,0,0,0,0,0,51–80,0,61.0,3,1,18
Shampoo,Personal Care,26.1,2024-01-19,0,0,0,0,0,0,21–50,0,34.0,4,1,19
Toothpaste,Personal Care,91.81,2024-01-20,0,0,0,0,0,0,81–120,0,18.0,5,1,20
Milk,Dairy,76.61,2024-01-21,0,0,0,0,0,0,51–80,0,51.0,6,1,21
Juice,Beverages,16.63,2024-01-22,0,0,0,0,0,0,≤20,0,45.0,0,1,22
Soap,Personal Care,89.1,2024-01-23,0,0,0,0,0,0,81–120,0,11.0,1,1,23
Bread,Bakery,48.62,2024-01-24,0,0,0,0,0,0,21–50,0,48.0,2,1,24
Rice,Grocery,69.03,2024-01-25,0,0,0,0,0,0,51–80,0,58.0,3,1,25
Salt,Grocery,28.15,2024-01-26,0,0,1,0,0,0,21–50,0,68.0,4,1,26
Bread,Bakery,17.81,2024-01-27,0,0,0,0,0,0,≤20,0,64.0,5,1,27
Bread,Bakery,66.72,2024-01-28,0,1,0,0,0,0,51–80,0,50.0,6,1,28
Biscuits,Snacks,89.76,2024-01-29,0,1,0,0,0,0,81–120,0,38.0,0,1,29
Juice,Beverages,69.6,2024-01-30,0,1,0,0,0,0,51–80,0,27.0,1,1,30
Juice,Beverages,49.83,2024-01-31,0,1,0,0,0,0,21–50,0,41.0,2,1,31
Toothpaste,Personal Care,32.01,2024-02-01,0,1,0,0,0,0,21–50,0,43.0,3,2,1
Soap,Personal Care,59.9,2024-02-02,0,1,0,0,0,0,51–80,0,21.0,4,2,2
Salt,Grocery,44.88,2024-02-03,0,1,0,0,0,0,21–50,0,88.0,5,2,3
Salt,Grocery,64.24,2024-02-04,0,0,0,0,0,0,51–80,0,62.0,6,2,4
Shampoo,Personal Care,86.09,2024-02-05,0,0,0,0,0,0,81–120,0,6.0,0,2,5
Shampoo,Personal Care,99.97,2024-02-06,0,0,0,0,0,0,81–120,0,19.0,1,2,6
Salt,Grocery,49.79,2024-02-07,0,0,0,0,0,0,21–50,0,63.0,2,2,7
Toothpaste,Personal Care,29.88,2024-02-08,0,0,0,0,0,0,21–50,0,30.0,3,2,8
Soap,Personal Care,81.32,2024-02-09,0,0,0,0,0,0,81–120,0,21.0,4,2,9
Shampoo,Personal Care,89.05,2024-02-10,0,0,0,0,0,0,81–120,0,5.0,5,2,10
Salt,Grocery,89.15,2024-02-11,0,0,0,0,0,0,81–120,0,63.0,6,2,11
Sugar,Grocery,20.85,2024-02-12,0,0,0,0,0,0,21–50,0,77.0,0,2,12
Sugar,Grocery,94.71,2024-02-13,0,0,0,0,0,0,81–120,0,47.0,1,2,13
Toothpaste,Personal Care,70.11,2024-02-14,0,0,0,0,0,0,51–80,0,16.0,2,2,14
Toothpaste,Personal Care,45.07,2024-02-15,0,0,0,0,0,0,21–50,0,28.0,3,2,15
Soap,Personal Care,52.69,2024-02-16,0,0,0,0,0,0,51–80,0,21.0,4,2,16
Salt,Grocery,53.65,2024-02-17,0,0,0,0,0,0,51–80,0,60.0,5,2,17
Soap,Personal Care,66.68,2024-02-18,0,0,0,0,0,0,51–80,0,18.0,6,2,18
Bread,Bakery,66.79,2024-02-19,0,0,0,0,0,0,51–80,0,45.0,0,2,19
Rice,Grocery,66.85,2024-02-20,0,0,0,0,0,0,51–80,0,62.0,1,2,20
Bread,Bakery,14.8,2024-02-21,0,0,0,0,0,0,≤20,0,57.0,2,2,21
Milk,Dairy,82.06,2024-02-22,0,0,0,0,0,0,81–120,0,42.0,3,2,22
Sugar,Grocery,69.0,2024-02-23,0,0,0,0,0,0,51–80,0,65.0,4,2,23
Toothpaste,Personal Care,31.41,2024-02-24,0,0,0,0,0,0,21–50,0,25.0,5,2,24
Milk,Dairy,31.3,2024-02-25,0,0,0,0,1,0,21–50,0,70.0,6,2,25
Toothpaste,Personal Care,74.32,2024-02-26,0,0,0,0,1,0,51–80,0,21.0,0,2,26
Biscuits,Snacks,53.77,2024-02-27,0,0,0,0,1,0,51–80,0,48.0,1,2,27
